demand_electricity,pv,battery,import,export_pv
-6.196406797935197,0.0,0.0,6.196406797935197,0.0
-5.229406797938282,0.0,0.0,5.229406797938282,0.0
-4.927467955938482,0.0,0.0,4.927467955938482,0.0
-3.0599999999903957,0.0,0.0,3.0599999999903957,0.0
-2.3189999999958673,0.0,0.0,2.3189999999958673,0.0
-2.4549999999944703,0.0,0.0,2.4549999999944703,0.0
-2.6000000000058208,0.0,0.0,2.6000000000058208,0.0
-3.065999999998894,0.0,0.0,3.065999999998894,0.0
-3.070000000006985,0.4582428795,0.0,2.6117571205069847,0.0
-5.031999999999243,2.7620880007499995,0.0,2.269911999249244,0.0
-7.596999999994296,2.17851295275,0.0,5.418487047244296,0.0
-7.2849999999962165,1.7076616109999998,0.0,5.577338388996217,0.0
-8.609000000004016,10.890814290749999,-2.2818142907459826,-0.0,0.0
-12.764000000010128,8.94443435325,1.848269575504246,1.9712960712558827,0.0
-8.252999999996973,2.1871731734999997,0.0,6.0658268264969735,0.0
-8.01699999999255,0.281154177,0.0,7.735845822992549,0.0
-7.184000000001106,0.0,0.0,7.184000000001106,0.0
-8.495000000009895,0.0,0.0,8.495000000009895,0.0
-8.856999999989057,0.0,0.0,8.856999999989057,0.0
-11.867999999994936,0.0,0.0,11.867999999994936,0.0
-11.125000000014552,0.0,0.0,11.125000000014552,0.0
-10.267999999996391,0.0,0.0,10.267999999996391,0.0
-8.189999999995052,0.0,0.0,8.189999999995052,0.0
-4.917999999997846,0.0,0.0,4.917999999997846,0.0
-4.729000000013912,0.0,0.0,4.729000000013912,0.0
-3.587999999988824,0.0,0.0,3.587999999988824,0.0
-2.495999999991909,0.0,0.0,2.495999999991909,0.0
-2.5489999999990687,0.0,0.0,2.5489999999990687,0.0
-1.8250000000043656,0.0,0.0,1.8250000000043656,0.0
-2.6310000000157743,0.0,0.0,2.6310000000157743,0.0
-1.9749999999912689,0.0,0.0,1.9749999999912689,0.0
-2.974999999991269,0.0,0.0,2.974999999991269,0.0
-4.445000000006985,0.52766988075,0.0,3.917330119256985,0.0
-4.911000000007334,3.365822979,0.0,1.5451770210073343,0.0
-7.214999999989232,3.64250247975,0.0,3.5724975202392315,0.0
-6.148000000001048,4.64776235775,0.0,1.5002376422510482,0.0
-7.444999999999709,8.180050905,-0.7350509050002912,-0.0,0.0
-17.11699999999837,3.0899163195,0.595391233050236,13.431692447448135,0.0
-11.384000000005472,1.25283288825,0.0,10.131167111755472,0.0
-7.211999999999534,0.2917264005,0.0,6.920273599499534,0.0
-6.040999999990163,0.0,0.0,6.040999999990163,0.0
-8.009000000012747,0.0,0.0,8.009000000012747,0.0
-8.579999999987194,0.0,0.0,8.579999999987194,0.0
-9.288000000000466,0.0,0.0,9.288000000000466,0.0
-11.240000000005239,0.0,0.0,11.240000000005239,0.0
-8.818999999995867,0.0,0.0,8.818999999995867,0.0
-6.024000000012165,0.0,0.0,6.024000000012165,0.0
-6.770999999993364,0.0,0.0,6.770999999993364,0.0
-4.80899999999383,0.0,0.0,4.80899999999383,0.0
-3.6230000000068685,0.0,0.0,3.6230000000068685,0.0
-2.688000000009197,0.0,0.0,2.688000000009197,0.0
-2.252999999996973,0.0,0.0,2.252999999996973,0.0
-2.18399999999383,0.0,0.0,2.18399999999383,0.0
-2.8509999999951106,0.0,0.0,2.8509999999951106,0.0
-2.5430000000051223,0.0,0.0,2.5430000000051223,0.0
-2.7730000000010477,0.0,0.0,2.7730000000010477,0.0
-3.301500000001397,0.320131233,0.0,2.981368767001397,0.0
-4.519499999994878,3.3366231967499997,0.0,1.1828768032448782,0.0
-5.9540000000051805,3.81943167975,0.0,2.1345683202551804,0.0
-6.69999999999709,2.299209336,0.0,4.400790663997089,0.0
-9.455999999998312,12.43060652025,-2.974606520251688,-0.0,0.0
-14.277999999998428,10.4869799325,2.4094312814038674,1.3815887860945606,0.0
-9.527000000009139,2.966318559,0.0,6.560681441009139,0.0
-11.245999999984633,0.24280193475,0.0,11.003198065234633,0.0
-6.763500000015483,0.0,0.0,6.763500000015483,0.0
-6.348999999987427,0.0,0.0,6.348999999987427,0.0
-9.13749999999709,0.0,0.0,9.13749999999709,0.0
-10.337000000014086,0.0,0.0,10.337000000014086,0.0
-10.972000000001572,0.0,0.0,10.972000000001572,0.0
-9.761999999987893,0.0,0.0,9.761999999987893,0.0
-6.554000000011001,0.0,0.0,6.554000000011001,0.0
-5.991000000001804,0.0,0.0,5.991000000001804,0.0
-4.519999999989523,0.0,0.0,4.519999999989523,0.0
-3.250000000007276,0.0,0.0,3.250000000007276,0.0
-2.6749999999956344,0.0,0.0,2.6749999999956344,0.0
-2.794999999990978,0.0,0.0,2.794999999990978,0.0
-2.1860000000160653,0.0,0.0,2.1860000000160653,0.0
-2.473999999994703,0.0,0.0,2.473999999994703,0.0
-2.379000000000815,0.0,0.0,2.379000000000815,0.0
-2.8330000000059954,0.0,0.0,2.8330000000059954,0.0
-4.069999999992433,0.29324045024999995,0.0,3.7767595497424336,0.0
-5.399999999994179,3.3310084027499998,0.0,2.0689915972441795,0.0
-7.027000000016415,8.06546411775,-1.038464117733586,-0.0,0.0
-5.623999999996158,2.904607692,0.8411559353642047,1.8782363726319535,0.0
-13.154999999984284,13.990464699750001,-0.8354646997657176,-0.0,0.0
-11.427000000003318,10.8231412815,0.6038587185033176,-0.0,0.0
-8.535000000003492,2.3365909080000002,0.07286768830691362,6.125541403696579,0.0
-8.550000000010186,0.55583343225,0.0,7.994166567760186,0.0
-5.798999999984517,0.0,0.0,5.798999999984517,0.0
