demand_heat,district_heating_industry
-0.0,0.36779016000000003
-0.0,0.07588617112
-0.0,0.10698185
-0.0,0.06227624644
-0.0,0.09029795
-0.0,0.02905266568
-0.0,0.75423825
-0.0,0.77892
-0.0,0.70271255
-0.0,0.64141255
-0.0,0.91864237815
-0.0,0.5654162399999999
-0.0,0.88405173
-0.0,0.5653388241
-0.0,0.8794500000000001
-0.0,0.8863563360000001
-0.0,1.02510390072
-0.0,0.8542970923199998
-0.0,1.20404704272
-0.0,1.34582709706
-0.0,0.9142780696099999
-0.0,1.11804797364
-0.0,0.48347902284
-0.0,0.21744118184999997
-0.0,0.20728263285
-0.0,0.12443916048
-0.0,0.029401999999999998
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,1.228524
-0.0,1.11536752
-0.0,1.11101480904
-0.0,1.48462783329
-0.0,0.7663183926600001
-0.0,0.94994522
-0.0,1.6945425678300001
-0.0,1.3641867393
-0.0,1.5698826
-0.0,0.8422647807
-0.0,1.55409842088
-0.0,1.2225698380499999
-0.0,1.6349585049
-0.0,1.15019602944
-0.0,0.92033932432
-0.0,0.76252415628
-0.0,1.63682314208
-0.0,0.20535139877999997
-0.0,0.06716061334000001
-0.0,0.19631474268000002
-0.0,0.11508058852
-0.0,0.027474
-0.0,0.02900243
0.0,0.0
-0.0,1.15827400062
-0.0,1.31808217288
-0.0,0.85895244897
-0.0,1.226589232
-0.0,1.43283776944
-0.0,0.63958646811
-0.0,0.54773859
-0.0,0.9170222
-0.0,1.1703659999999998
-0.0,1.28482831596
-0.0,1.14843704444
-0.0,1.02984107499
-0.0,1.76903905606
-0.0,0.6239766992400001
-0.0,0.54835000848
-0.0,0.53510686424
-0.0,0.21760572628
-0.0,0.15192331679999999
-0.0,0.23219637999999998
-0.0,0.0396
-0.0,0.034221999999999995
0.0,0.0
-0.0,0.10121566
-0.0,0.03614036
-0.0,0.94438
-0.0,1.00855873
-0.0,1.26868448224
-0.0,1.03733272643
-0.0,1.17731338
-0.0,1.2332908
-0.0,1.0138153
-0.0,0.7512800000000001
-0.0,1.0727200000000001
-0.0,1.4325969900199997
-0.0,0.7980812980199999
-0.0,0.83932118304
-0.0,2.1391877892
-0.0,1.37031079461
-0.0,1.1727234729
-0.0,1.00540380345
-0.0,0.26823242878000003
-0.0,0.5894321533799999
-0.0,0.596816
0.0,0.0
0.0,0.0
-0.0,0.03458
0.0,0.0
0.0,0.0
-0.0,0.8918406000000001
-0.0,0.83905192
-0.0,0.64295855
-0.0,0.72908138
-0.0,0.37254601512
-0.0,0.85069778352
-0.0,0.4890067
-0.0,0.6958021397399999
-0.0,1.4916719648599999
-0.0,1.3507898
-0.0,0.8029650295799999
-0.0,1.7179928227799999
-0.0,1.59372074436
-0.0,0.49875297142999997
-0.0,1.0864874449000002
-0.0,0.78213226
-0.0,0.70838235
-0.0,0.28041220870000005
-0.0,0.22479551926
-0.0,0.33640000000000003
-0.0,0.02908037
-0.0,0.02772034
-0.0,0.02703427
-0.0,0.02898095
-0.0,0.8445321199999999
-0.0,1.1612376458
-0.0,1.31953163832
-0.0,1.3275170896100001
-0.0,0.86878
-0.0,1.5194532887599999
-0.0,0.774480438
-0.0,0.9111104099999999
-0.0,0.8963032409000001
-0.0,1.35343695949
-0.0,1.55658048
-0.0,1.04687307675
-0.0,1.0146707271000002
-0.0,0.8819740228199999
-0.0,1.8764927581800002
-0.0,0.94243745
-0.0,1.04678364
-0.0,0.30412056
-0.0,0.38253459999999995
-0.0,0.0367
-0.0,0.0691793
-0.0,0.07308
0.0,0.0
-0.0,0.0761165
-0.0,1.13496
-0.0,1.9300000000000002
-0.0,1.8112096800000002
-0.0,1.264696
-0.0,1.0967775
-0.0,1.0391000000000001
-0.0,1.2502750999999999
-0.0,1.0572283
-0.0,1.395379
-0.0,0.85712904144
-0.0,1.67807420516
-0.0,1.5958386262
-0.0,1.59849549985
-0.0,1.9710295445000001
-0.0,2.99802221565
-0.0,1.05423645504
-0.0,0.6852061185
-0.0,0.17084240937
-0.0,0.08124455532000001
-0.0,0.1529163
-0.0,0.0743374
0.0,0.0
0.0,0.0
-0.0,0.0820902
-0.0,1.012
-0.0,1.59052312291
-0.0,1.3496043014799999
-0.0,0.7405451361600001
-0.0,0.8299521547200001
-0.0,0.74946585
-0.0,0.62356699
-0.0,0.9856186499999999
-0.0,1.5842556000000003
-0.0,0.8438962579500001
-0.0,1.1405236623000001
-0.0,0.7892875698
-0.0,1.6831682113400002
-0.0,1.88332340625
-0.0,1.2960678687
-0.0,1.15323859775
-0.0,0.6280270602500001
-0.0,0.37293899999999996
-0.0,0.13855976023
-0.0,0.19009332642000001
0.0,0.0
-0.0,0.0424391842
-0.0,0.04336776684
0.0,0.0
-0.0,1.34916395668
-0.0,1.5959795581599998
-0.0,1.8048223757500002
-0.0,1.52318331672
-0.0,1.308712
-0.0,1.2872500000000002
-0.0,1.5843230000000001
-0.0,1.074185
-0.0,1.1800000000000002
-0.0,1.82897669955
-0.0,1.5247400000000002
-0.0,3.4251154872000003
-0.0,1.2216989389500001
-0.0,2.19009116872
-0.0,1.62841671398
-0.0,1.07646594144
-0.0,1.05510632355
-0.0,0.351924423
-0.0,0.12736320737
-0.0,0.1232407488
-0.0,0.04080367
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,1.23926544
-0.0,1.4492741172
-0.0,2.2847952342499998
-0.0,1.3400439341800001
-0.0,1.4894511767999998
-0.0,1.006995
-0.0,1.08725
-0.0,1.4263500000000002
-0.0,1.31227542345
-0.0,2.022825516
-0.0,0.9929889702699999
-0.0,1.8994096992599998
-0.0,1.7159238103199999
-0.0,1.5676167960000003
-0.0,1.27087764059
-0.0,1.0325263157
-0.0,1.1385149725400001
-0.0,0.22550547311000002
-0.0,0.18723735722999998
-0.0,0.04697035
-0.0,0.07984782718000001
0.0,0.0
0.0,0.0
-0.0,0.03939037
-0.0,1.27768564495
-0.0,1.35548935725
-0.0,1.24630657578
-0.0,1.12987062579
-0.0,0.8247482451
-0.0,0.9296019717299999
-0.0,0.75513062539
-0.0,1.1880666024
-0.0,1.317570532
-0.0,1.06216367465
-0.0,0.96423924096
-0.0,1.1393117703
-0.0,1.0557399764
-0.0,1.7982698580000003
-0.0,1.67674889643
-0.0,1.1790063264200001
-0.0,0.6047995027799999
-0.0,0.41912934211999997
-0.0,0.08213255527999999
-0.0,0.11667950999999999
-0.0,0.03570656
-0.0,0.0738
0.0,0.0
-0.0,0.07141462000000001
-0.0,0.7016850199999999
-0.0,0.91799708
-0.0,1.1848689000000001
-0.0,1.34262363969
-0.0,0.5828030933
-0.0,0.59003304795
-0.0,0.83678611716
-0.0,0.70784177564
-0.0,0.75332650928
-0.0,1.310588708
-0.0,0.8640730845
-0.0,1.41336900455
-0.0,0.941557641
-0.0,2.15609955488
-0.0,3.08949740516
-0.0,0.9441503151499999
-0.0,1.207464678
-0.0,0.17624689232000001
-0.0,0.450924
-0.0,0.11433669852
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.8909000000000001
-0.0,1.6383361461000001
-0.0,1.66694716749
-0.0,1.75654416
-0.0,0.85521
-0.0,1.4188797100000001
-0.0,1.2300000000000002
-0.0,1.22785395
-0.0,1.6999220000000002
-0.0,1.72352873796
-0.0,1.212095607
-0.0,1.1390319873299999
-0.0,1.5153153323500002
-0.0,1.84206657648
-0.0,2.42167917792
-0.0,1.80633348368
-0.0,1.11509279804
-0.0,0.08388231
-0.0,0.26480667725999996
-0.0,0.18831478395
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.08842409484
-0.0,1.1760059907699998
-0.0,1.5705703442399999
-0.0,2.42815912276
-0.0,1.51892460056
-0.0,0.8101912800000001
-0.0,0.8965675800000001
-0.0,0.95704015
-0.0,0.95883354
-0.0,1.18856775
-0.0,1.14700075776
-0.0,1.37236655816
-0.0,1.39150861941
-0.0,1.4371572039299998
-0.0,2.2744689242400002
-0.0,2.5560815368
-0.0,1.2500911002600001
-0.0,1.13193821264
-0.0,0.13280999999999998
