demand_heat,district_heating_industry
-0.0,1.21707468
-0.0,0.46061051218
-0.0,0.35369435
-0.0,0.20217965632
-0.0,0.1621476
-0.0,0.07920166536
-0.0,1.26712026
-0.0,2.59884
-0.0,2.0920464
-0.0,2.0307464
-0.0,2.9302406231100004
-0.0,2.61776554
-0.0,2.98015335
-0.0,2.017050093
-0.0,2.6109517500000003
-0.0,2.4093798590000004
-0.0,2.87511942728
-0.0,2.4660104606399997
-0.0,3.1385456402400003
-0.0,3.2652343908
-0.0,3.85105301821
-0.0,2.6043614972
-0.0,2.23154172816
-0.0,0.5596900068
-0.0,0.54916621704
-0.0,0.44402809152
-0.0,0.110654
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,1.7067480000000002
-0.0,3.78255072
-0.0,3.9507293192
-0.0,4.33638551955
-0.0,3.2870857918
-0.0,3.3719809900000004
-0.0,3.7605777064900003
-0.0,4.5205130785500005
-0.0,3.71503572
-0.0,3.112042661
-0.0,4.190869698
-0.0,3.78759586392
-0.0,4.68201664665
-0.0,4.24435666176
-0.0,3.48547465944
-0.0,3.7494920582600004
-0.0,3.5686187146400004
-0.0,0.9010229494
-0.0,0.49685609952000004
-0.0,0.60330623706
-0.0,0.10532602804
-0.0,0.103398
0.0,0.0
0.0,0.0
-0.0,2.04289555536
-0.0,4.3320069623999995
-0.0,3.24867197028
-0.0,3.86671860564
-0.0,4.059934608800001
-0.0,2.8727487296399996
-0.0,2.67194116
-0.0,2.8951749
-0.0,3.473862
-0.0,3.4069150319100006
-0.0,3.4831547212
-0.0,3.00191751072
-0.0,3.93662598641
-0.0,2.31219676548
-0.0,2.77605298944
-0.0,2.75996511908
-0.0,2.0001841415599997
-0.0,0.4640084032
-0.0,0.7239674
-0.0,0.0396
-0.0,0.164294
0.0,0.0
-0.0,0.21633248
-0.0,0.13601372
-0.0,1.68346
-0.0,3.97036144
-0.0,4.209205632800001
-0.0,4.09762103289
-0.0,3.10631218
-0.0,3.4406660000000002
-0.0,2.701819
-0.0,2.71076
-0.0,2.4456
-0.0,2.7466661075900003
-0.0,2.75639632248
-0.0,3.2884069980799997
-0.0,4.601617360900001
-0.0,2.94395378808
-0.0,3.6675901269000004
-0.0,3.5349315004500004
-0.0,2.2258146407200003
-0.0,1.7108423450999999
-0.0,1.3047319999999998
-0.0,0.08
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,1.8238077000000001
-0.0,3.15672608
-0.0,2.57514712
-0.0,3.1372401800000005
-0.0,2.22379235136
-0.0,2.7348034896
-0.0,2.4469410000000003
-0.0,2.81719757214
-0.0,3.0021839991
-0.0,3.3229689000000002
-0.0,2.75079047061
-0.0,2.8770370782900003
-0.0,3.53820129804
-0.0,2.29388938704
-0.0,3.2937378677500004
-0.0,2.0716098
-0.0,2.19829584
-0.0,0.6710561588
-0.0,0.7297325035
-0.0,0.867361
0.0,0.0
-0.0,0.02772034
0.0,0.0
0.0,0.0
