balance,supply_grid,exchanged
-13.548746688029496,2.3032869369650144,0.0
-13.319680021366366,2.131148803418619,0.0
-11.400807846031967,1.710121176904795,0.0
-7.210073223421205,0.6489065901079084,0.0
-5.508806556752461,0.5508806556752461,0.0
-5.091806556762094,0.7128529179466933,0.0
-5.039606556769286,0.7559409835153929,0.0
-5.915073223426589,0.5915073223426589,0.0
-6.596587464430183,0.4617611225101128,0.0
-4.807297221924838,0.4807297221924838,0.0
-9.995313984592482,1.3993439578429476,0.0
-12.57475000142186,1.8862125002132788,0.0
-1.5694446497632146,0.25111114396211437,0.0
-2.709836510599284,0.4064754765898926,0.0
-11.94026020975437,1.1940260209754372,0.0
-13.841898202755527,2.214703712440884,0.0
-14.80347322342277,2.516590447981871,0.0
-16.107673223439633,3.2215346446879267,0.0
-17.663273223422948,3.709287376918819,0.0
-24.322539890083135,5.107733376917458,0.0
-21.69407322344523,4.555755376923498,0.0
-18.971806556757656,3.7943613113515315,0.0
-15.212273223431112,2.7382091802176,0.0
-12.203206556750956,1.952513049080153,0.0
-9.912206556775345,1.4868309835163018,0.0
-7.046073223415078,0.986450251278111,0.0
-5.921739890089157,0.8290435846124821,0.0
-6.331406556759248,0.6331406556759248,0.0
-4.470006556766748,0.6258009179473448,0.0
-5.16047322344275,0.722466251281985,0.0
-4.513606556749437,0.6770409835124155,0.0
-6.381739890088284,0.9572609835132425,0.0
-6.887333461933303,1.0331000192899955,0.0
-2.8597289204424445,0.45755662727079116,0.0
-5.195414085997324,0.8832203946195452,0.0
-3.095372040010829,0.5571669672019492,0.0
-1.2789457614765782,0.24299969468054985,0.0
-19.887649351370086,3.380900389732915,0.0
-15.993474113602016,2.5589558581763225,0.0
-12.353287089094032,2.1000588051459856,0.0
-12.917273223412849,2.454281912448441,0.0
-15.340606556779676,3.835151639194919,0.0
-16.19553989008091,3.7249741747186094,0.0
-17.499139890096558,3.8498107758212425,0.0
-20.825339890092437,4.165067978018487,0.0
-18.47353989009207,3.3252371802165723,0.0
-15.14940655677492,2.272410983516238,0.0
-13.56420655675538,1.8989889179457533,0.0
-10.157739890088124,1.3205061857114562,0.0
-7.513539890102038,0.976760185713265,0.0
-5.821339890107993,0.4657071912086394,0.0
-4.631873223423099,0.3705498578738479,0.0
-4.524473223422319,0.40720259010800874,0.0
-5.327406556754795,0.4261925245403836,0.0
-5.2543398900998,0.8406943824159681,0.0
-6.743873223431365,1.348774644686273,0.0
-6.713244090763022,1.4097812590602345,0.0
-2.4837397170042514,0.5712601349109778,0.0
-5.685590758726905,1.3645417820944572,0.0
-10.635187884761514,2.2333894557999177,0.0
-0.30675921442483656,0.06135184288496731,0.0
-0.5105153728587941,0.10210307457175882,0.8710734132357665
-8.506395535028226,1.7863430623559273,0.0
-20.318202687250714,5.485914725557693,0.0
-13.688973223448556,3.6960227703311106,0.0
-13.368673223407313,4.010601967022194,0.0
-16.817373223429968,5.21338569926329,0.0
-18.861206556764955,5.281137835894188,0.0
-19.540473223436493,4.494308841390393,0.0
-17.269539890079614,3.453907978015923,0.0
-13.38847322343645,2.2760404479841965,0.0
-11.333739890096695,1.8133983824154711,0.0
-9.296206556753532,1.3944309835130297,0.0
-6.410073223434665,0.8974102512808532,0.0
-5.5534065567553625,0.6108747212430898,0.0
-5.417606556757164,0.595936721243288,0.0
